,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution
3,FP_new,Ines_Castellani_Fantoni_Benaglio,deathDate,1897-05-06,,"Ines Castellani Fantoni Benaglio, also known by the pseudonym of Memini (1849 Pavia - 6 May 1897 Azzate), was an Italian writer. She lived in Florence and Milan. She made her debut as a writer in 1880, with Estella and Nemorino. She wrote for magazines, including Perseveranza, La Gazzetta Provinciale and Vita Intimate. She wrote numerous novels, which attracted the attention of Anna Radius Zuccari, and they were friends. She married the poet Luigi Benaglio.",TRUE,TRUE,,
237,FP_new,Ines_Castellani_Fantoni_Benaglio,deathYear,1897,,"Ines Castellani Fantoni Benaglio, also known by the pseudonym of Memini (1849 Pavia - 6 May 1897 Azzate), was an Italian writer. She lived in Florence and Milan. She made her debut as a writer in 1880, with Estella and Nemorino. She wrote for magazines, including Perseveranza, La Gazzetta Provinciale and Vita Intimate. She wrote numerous novels, which attracted the attention of Anna Radius Zuccari, and they were friends. She married the poet Luigi Benaglio.",TRUE,TRUE,,
236,FP_new,Ingrid_Wilhite,birthName,Ingrid Joy Wilhite,,"Ingrid Joy Wilhite (May 4, 1959 – January 15, 2008) was an American filmmaker and musician.",TRUE,TRUE,,
238,FP_new,Ingrid_Wilhite,label,Ingrid Wilhite,,"Ingrid Joy Wilhite (May 4, 1959 – January 15, 2008) was an American filmmaker and musician.",TRUE,TRUE,,
93,FP_new,Ioan_Culcer,birthDate,1853-07-29,,"Ioan Culcer (29 July 1853 – September 1928) was a Wallachian-born Romanian military leader and politician. Culcer served as a lieutenant during the Romanian War of Independence (1877–1878) and as a general during the Second Balkan War and World War I. In early 1918, he served as Minister for Public Works in the First Averescu cabinet.",TRUE,TRUE,,
1083,FP_new,Ioan_Culcer,birthName,Ioan Culcer,,"Ioan Culcer (29 July 1853 – September 1928) was a Wallachian-born Romanian military leader and politician. Culcer served as a lieutenant during the Romanian War of Independence (1877–1878) and as a general during the Second Balkan War and World War I. In early 1918, he served as Minister for Public Works in the First Averescu cabinet.",TRUE,TRUE,,
11,FP_new,Ioan_Culcer,birthYear,1853,,"Ioan Culcer (29 July 1853 – September 1928) was a Wallachian-born Romanian military leader and politician. Culcer served as a lieutenant during the Romanian War of Independence (1877–1878) and as a general during the Second Balkan War and World War I. In early 1918, he served as Minister for Public Works in the First Averescu cabinet.",TRUE,TRUE,,
270,FP_new,Ioan_Culcer,deathDate,1928-09-28,,"Ioan Culcer (29 July 1853 – September 1928) was a Wallachian-born Romanian military leader and politician. Culcer served as a lieutenant during the Romanian War of Independence (1877–1878) and as a general during the Second Balkan War and World War I. In early 1918, he served as Minister for Public Works in the First Averescu cabinet.",FALSE,FALSE,AC,
13,FP_new,Ioan_Culcer,deathYear,1928,,"Ioan Culcer (29 July 1853 – September 1928) was a Wallachian-born Romanian military leader and politician. Culcer served as a lieutenant during the Romanian War of Independence (1877–1878) and as a general during the Second Balkan War and World War I. In early 1918, he served as Minister for Public Works in the First Averescu cabinet.",TRUE,TRUE,,
12,FP_new,Ivar_of_Limerick,birthYear,977,,"Ivar of Limerick (Irish: Ímar Luimnich, rí Gall; Ímar ua Ímair; Ímar Ua hÍmair, Ard Rí Gall Muman ocus Gáedel; Íomhar Mór; Old Norse: Ívarr [ˈiːˌwɑrː]; died 977), was the last Norse king of the city-state of Limerick, and penultimate King of the Foreigners of Munster, reigning during the rise to power of the Dál gCais and the fall of the Eóganachta.",TRUE,FALSE,WV,
14,FP_new,Jack_Martin_Smith,birthDate,1911-01-02,,"Jack Martin Smith (January 2, 1911 - November 7, 1993) was a highly successful Hollywood art director with over 130 films to his credit and nine Academy Award nominations which ultimately yielded three Oscars.",FALSE,TRUE,,
171,FP_new,Jack_Martin_Smith,birthName,Jack Martin Smith,,"Jack Martin Smith (January 2, 1911 - November 7, 1993) was a highly successful Hollywood art director with over 130 films to his credit and nine Academy Award nominations which ultimately yielded three Oscars.",TRUE,TRUE,,
1555,FP_new,Jack_Martin_Smith,deathDate,1993-11-07,,"Jack Martin Smith (January 2, 1911 - November 7, 1993) was a highly successful Hollywood art director with over 130 films to his credit and nine Academy Award nominations which ultimately yielded three Oscars.",FALSE,TRUE,,
165,FP_new,Jack_Trice,deathDate,1923-10-08,,"John G. Trice (May 12, 1902 – October 8, 1923) was a football player who became the first African-American athlete for Iowa State College. Trice died due to injuries suffered during a college football game against the University of Minnesota on October 6, 1923. He is the namesake for Jack Trice Stadium, Iowa State's football stadium.",TRUE,TRUE,,
453,FP_new,Jack_Trice,deathYear,1923,,"John G. Trice (May 12, 1902 – October 8, 1923) was a football player who became the first African-American athlete for Iowa State College. Trice died due to injuries suffered during a college football game against the University of Minnesota on October 6, 1923. He is the namesake for Jack Trice Stadium, Iowa State's football stadium.",TRUE,TRUE,,
166,FN,Jack_Trice,label,,Jack Trice,"John G. Trice (May 12, 1902 – October 8, 1923) was a football player who became the first African-American athlete for Iowa State College. Trice died due to injuries suffered during a college football game against the University of Minnesota on October 6, 1923. He is the namesake for Jack Trice Stadium, Iowa State's football stadium.",TRUE,TRUE,,
230,FP_new,James_Seay,birthName,James Seay,,"James Seay (September 9, 1914 – October 10, 1992) was an American character actor who often played minor supporting roles as government officials.",TRUE,TRUE,,
231,FP_new,James_William_Moore,birthName,James William Moore,,"James William Moore (February 12, 1818 – September 17, 1877) was an American judge and politician from Montgomery County, Kentucky. He represented Kentucky in the Confederate States Congress during the American Civil War. Moore was born in Montgomery County, Kentucky. Moore served as a Kentucky state court judge from 1851 to 1858. In 1861 he became a delegate to the Kentucky Secessionist Convention and represented the state in the First Confederate Congress and the Second Confederate Congress from 1862 to 1865. James Moore died on September 17, 1877, and was buried in Machpelah Cemetery.",TRUE,TRUE,,
229,FP_new,Jean_Ren%C3%A9_Baroux,birthYear,1922,,"Jean René Baroux (1922–1992) was a Morocco-born veteran of World War II and a writer very much engaged in the evolution of the French language. While a member of the Science Council of Canada (Director of Communications), in 1976 he founded the Association Québécoise des Professionnels de la Communication Scientifique (AQPCS), a complementary extension to the Canadian Scientific Writers Association.",TRUE,TRUE,,
177,FP_new,Jean_Ren%C3%A9_Baroux,deathYear,1992,,"Jean René Baroux (1922–1992) was a Morocco-born veteran of World War II and a writer very much engaged in the evolution of the French language. While a member of the Science Council of Canada (Director of Communications), in 1976 he founded the Association Québécoise des Professionnels de la Communication Scientifique (AQPCS), a complementary extension to the Canadian Scientific Writers Association.",TRUE,TRUE,,
552,FP_new,Jean-Jacques_Rousseau,birthName,Jean-Jacques Rousseau,,"Jean-Jacques Rousseau (UK: /ˈruːsoʊ/, US: /ruːˈsoʊ/ French: [ʒɑ̃ ʒak ʁuso]; 28 June 1712 – 2 July 1778) was a Genevan philosopher, writer, and composer. His political philosophy influenced the progress of the Age of Enlightenment throughout Europe, as well as aspects of the French Revolution and the development of modern political, economic, and educational thought.",TRUE,TRUE,,
167,FP_new,Jes%C3%BAs_Rafael_Soto,birthName,Jesús Rafael Soto,,"Jesús Rafael Soto (June 5, 1923 – January 17, 2005) was a Venezuelan op and kinetic artist, a sculptor and a painter. His works can be found in the collections of the main museums of the world, including Tate (London), Museum Ludwig (Germany), Centre Georges Pompidou (Paris), Galleria Nazionale d’Arte Moderna (Roma) and MoMA (New York). One of the main museums of art in Venezuela, in his home town, has his name in tribute to him.",TRUE,TRUE,,
168,FP_new,Jes%C3%BAs_Rafael_Soto,deathDate,2005-01-17,,"Jesús Rafael Soto (June 5, 1923 – January 17, 2005) was a Venezuelan op and kinetic artist, a sculptor and a painter. His works can be found in the collections of the main museums of the world, including Tate (London), Museum Ludwig (Germany), Centre Georges Pompidou (Paris), Galleria Nazionale d’Arte Moderna (Roma) and MoMA (New York). One of the main museums of art in Venezuela, in his home town, has his name in tribute to him.",TRUE,TRUE,,
518,FP_new,Jicka,birthDate,1926-01-01,,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
239,FP_new,Jicka,birthName,Jacques Kalaydjian,,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
240,FP_new,Jicka,birthYear,1926,,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
83,FP_new,Jicka,deathDate,2005-05-15,,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
366,FP_new,Jicka,deathYear,2005,,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
85,FN,Jicka,label,,Jicka,"Jacques Kalaydjian (January 1, 1926, Le Raincy, Paris, France - 15 May 2005) was a French artist of Armenian origin that was creating under the name of Jicka. During 1984-1988 he has been the author of Les Pieds Nickelés - the most popular French comics of the time. 
* v 
* t 
* e",TRUE,TRUE,,
84,FP_new,Jina_Valentine,birthName,Jina Valentine,,"Jina Valentine (born November 9, 1979, in Berwyn, Pennsylvania) is a contemporary American visual artist whose work is informed by the techniques and strategies of American folk artists. She uses a variety of media to weave histories—including drawing, papermaking, found-object collage, and radical archiving.",TRUE,TRUE,,
86,FP_new,Johanna_Gadski,birthName,Johanna Emilia Agnes Gadski,,"Johanna Emilia Agnes Gadski (15 June 1872 – 22 February 1932) was a German soprano. She was blessed with a secure, powerful, ringing voice, fine musicianship and an excellent technique. These attributes enabled her to enjoy a highly successful career in New York City and London, performing heavy dramatic roles in the German and Italian repertoires.",TRUE,TRUE,,
868,FN,John_Cavosie,birthDate,,1908-01-06,"John Cavosie (January 6, 1908 – March 16, 1995) was an American football player. He played as a fullback for the Portsmouth Spartans in the National Football League. He was active in the league from 1931-1933, having a career spanning only 3 seasons.",TRUE,TRUE,,
544,FN,John_Cavosie,birthYear,,1908,"John Cavosie (January 6, 1908 – March 16, 1995) was an American football player. He played as a fullback for the Portsmouth Spartans in the National Football League. He was active in the league from 1931-1933, having a career spanning only 3 seasons.",TRUE,TRUE,,
117,FN,John_Cavosie,deathDate,,1995-03-16,"John Cavosie (January 6, 1908 – March 16, 1995) was an American football player. He played as a fullback for the Portsmouth Spartans in the National Football League. He was active in the league from 1931-1933, having a career spanning only 3 seasons.",TRUE,TRUE,,
326,FN,John_Cavosie,deathYear,,1995,"John Cavosie (January 6, 1908 – March 16, 1995) was an American football player. He played as a fullback for the Portsmouth Spartans in the National Football League. He was active in the league from 1931-1933, having a career spanning only 3 seasons.",TRUE,TRUE,,
