,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
57,FP_new,Gustav-Georg_Knabe,deathYear,1972,,Gustav-Georg Knabe (8 July 1897 – 13 December 1972) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross.,TRUE,TRUE,,,
3961,FP_different,Gustav-Georg_Knabe,label,Gustav Georg Knabe,Gustav-Georg Knabe,Gustav-Georg Knabe (8 July 1897 – 13 December 1972) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross.,TRUE,FALSE,TMI,,
2079,FN,H%2E_Guy_Hunt,birthName,,Harold Guy Hunt,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,TRUE,,,
2078,FP_new,H%2E_Guy_Hunt,label,H.Guy Hunt,,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,TRUE,,w,
2598,FP_new,H%2E_Guy_Hunt,label,H%2E Guy Hunt,,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,FALSE,TMI,x,
3638,FP_new,H%2E_Guy_Hunt,label,Husture Guy Hunt,,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,FALSE,LCE,x,
4149,FP_new,H%2E_Guy_Hunt,label,Hurt Guy Hunt,,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,FALSE,LCE,,
5146,FP_new,H%2E_Guy_Hunt,label,H.2E Guy Hunt,,"Harold Guy Hunt (June 17, 1933 – January 30, 2009) was an American politician, pastor, and convicted felon who served as the 49th governor of Alabama from 1987 to 1993. He was the first Republican to serve as governor of the state since Reconstruction.",TRUE,FALSE,TMI,,
3687,FP_new,H%2EP%2E_Baxxter,alias,H.P.Baxxter,,"Hans Peter Geerdes (born 16 March 1964), professionally known by his stage name H.P. Baxxter, is a German musician who is best known as the lead vocalist of the German techno band Scooter. He founded Scooter with his friend Rick J. Jordan in 1993.",FALSE,TRUE,,,
363,FP_new,H%2EP%2E_Baxxter,birthName,H.Peter Geerdes,,"Hans Peter Geerdes (born 16 March 1964), professionally known by his stage name H.P. Baxxter, is a German musician who is best known as the lead vocalist of the German techno band Scooter. He founded Scooter with his friend Rick J. Jordan in 1993.",FALSE,FALSE,ICE,,
1002,FP_new,H%2EP%2E_Baxxter,birthName,H.P.Baxxter,,"Hans Peter Geerdes (born 16 March 1964), professionally known by his stage name H.P. Baxxter, is a German musician who is best known as the lead vocalist of the German techno band Scooter. He founded Scooter with his friend Rick J. Jordan in 1993.",FALSE,FALSE,ICE,,
362,FN,H%2EP%2E_Baxxter,label,,H.P.Baxxter,"Hans Peter Geerdes (born 16 March 1964), professionally known by his stage name H.P. Baxxter, is a German musician who is best known as the lead vocalist of the German techno band Scooter. He founded Scooter with his friend Rick J. Jordan in 1993.",FALSE,TRUE,,,
1635,FP_new,Hadmar_II_of_Kuenring,birthYear,1140,,"Hadmar II of Kuenring (c. 1140 – 22 July 1217) was an Austrian ministerialis of the Kuenring family and son of Albero III of Kuenring. In 1192 he held captive Richard the Lionheart, King of England, at Dürnstein Castle. Hadmar II also erected from 1201 to 1208 the city of Weitra. Because of the creation of this city, they are sometimes referred to in documents as ""Lords of Kuenring-Weitra"". Hadmar is mentioned in the Stifterbuch (Liber fundatorum; the cartulary of Zwettl Abbey) as second founder (secundus fundator) of the monastery.",TRUE,TRUE,,,
1042,FN,Hadmar_II_of_Kuenring,deathDate,,1217-07-22,"Hadmar II of Kuenring (c. 1140 – 22 July 1217) was an Austrian ministerialis of the Kuenring family and son of Albero III of Kuenring. In 1192 he held captive Richard the Lionheart, King of England, at Dürnstein Castle. Hadmar II also erected from 1201 to 1208 the city of Weitra. Because of the creation of this city, they are sometimes referred to in documents as ""Lords of Kuenring-Weitra"". Hadmar is mentioned in the Stifterbuch (Liber fundatorum; the cartulary of Zwettl Abbey) as second founder (secundus fundator) of the monastery.",TRUE,TRUE,,,
1043,FN,Hadmar_II_of_Kuenring,deathYear,,1217,"Hadmar II of Kuenring (c. 1140 – 22 July 1217) was an Austrian ministerialis of the Kuenring family and son of Albero III of Kuenring. In 1192 he held captive Richard the Lionheart, King of England, at Dürnstein Castle. Hadmar II also erected from 1201 to 1208 the city of Weitra. Because of the creation of this city, they are sometimes referred to in documents as ""Lords of Kuenring-Weitra"". Hadmar is mentioned in the Stifterbuch (Liber fundatorum; the cartulary of Zwettl Abbey) as second founder (secundus fundator) of the monastery.",TRUE,TRUE,,,
551,FN,Hadrawi,birthName,,Mohamed Ibrahim Warsame,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",TRUE,TRUE,,,
5362,FP_different,Hadrawi,birthName,Mohari Ibrahim Warsame,Mohamed Ibrahim Warsame,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",FALSE,FALSE,AC,,
553,FP_new,Hadrawi,birthYear,1943,,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",TRUE,TRUE,,,
552,FP_new,Hadrawi,deathDate,2022-08-18,,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",TRUE,TRUE,,,
554,FP_new,Hadrawi,deathYear,2022,,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",TRUE,TRUE,,,
550,FN,Hadrawi,label,,Hadrawi,"Mohamed Ibrahim Warsame (1943 – 18 August 2022), known by the pseudonym Hadrawi, was a Somali poet, philosopher and songwriter. Having written many notable protest works, Hadrawi has been likened by some to Shakespeare, and his poetry has been translated into various languages.",TRUE,TRUE,,,
317,FP_new,Hagop_Kazazian_Pasha,birthYear,1836,,"Hagop Kazazian Pasha (alternative spelling: Agop Kazazyan) (1836–1891) was a high-ranking Ottoman Armenian official, who served as the Minister of Finance and the Minister of the Privy Treasury during the reign of Sultan Abdul Hamid II. Famed at the time for his loyalty, he received a state funeral after he died in 1891 from a horse-riding accident on the grounds of Kalender Kasrı while riding a horse that had been a gift from the sultan.",TRUE,TRUE,,,
318,FP_new,Hagop_Kazazian_Pasha,deathYear,1891,,"Hagop Kazazian Pasha (alternative spelling: Agop Kazazyan) (1836–1891) was a high-ranking Ottoman Armenian official, who served as the Minister of Finance and the Minister of the Privy Treasury during the reign of Sultan Abdul Hamid II. Famed at the time for his loyalty, he received a state funeral after he died in 1891 from a horse-riding accident on the grounds of Kalender Kasrı while riding a horse that had been a gift from the sultan.",TRUE,TRUE,,,
376,FP_new,Halim_Haryanto,birthDate,1976-09-23,,"Halim Haryanto Ho (born 23 September 1976) is an Indonesian former badminton player. He is a former world champion along with his doubles partner Tony Gunawan. Haryanto immigrated to the United States in 2004 to pursue a coaching career. He now resides in San Diego, California, Apex Badminton Academy head coach at SDBCC in San Diego and representing the United States as a badminton player of Team USA.",TRUE,TRUE,,,
377,FP_new,Halim_Haryanto,birthYear,1976,,"Halim Haryanto Ho (born 23 September 1976) is an Indonesian former badminton player. He is a former world champion along with his doubles partner Tony Gunawan. Haryanto immigrated to the United States in 2004 to pursue a coaching career. He now resides in San Diego, California, Apex Badminton Academy head coach at SDBCC in San Diego and representing the United States as a badminton player of Team USA.",TRUE,TRUE,,,
375,FP_different,Halim_Haryanto,label,Halim Haryanto Ho,Halim Haryanto,"Halim Haryanto Ho (born 23 September 1976) is an Indonesian former badminton player. He is a former world champion along with his doubles partner Tony Gunawan. Haryanto immigrated to the United States in 2004 to pursue a coaching career. He now resides in San Diego, California, Apex Badminton Academy head coach at SDBCC in San Diego and representing the United States as a badminton player of Team USA.",TRUE,FALSE,LCE,,
107,FP_new,Hashem_Bathaie_Golpayegani,birthDate,1941-03-16,,"Sayyid Hashem Bathaie Golpayegani (Persian: سید هاشم بطحایی گلپایگانی; 1941 – 16 March 2020) was an Iranian Shia Ayatollah and representative of the Tehran Province in Iran's Assembly of Experts. He studied at the Qom Seminary. Bathaie ran under the People's Experts and the Friends of Moderation electoral list in the 2016 Iranian Assembly of Experts election. Golpayegani claimed that ""America is the source of coronavirus, because America went head to head with China and realised it cannot keep up with it economically or militarily.""",FALSE,FALSE,AC,,
108,FP_new,Hashem_Bathaie_Golpayegani,birthYear,1941,,"Sayyid Hashem Bathaie Golpayegani (Persian: سید هاشم بطحایی گلپایگانی; 1941 – 16 March 2020) was an Iranian Shia Ayatollah and representative of the Tehran Province in Iran's Assembly of Experts. He studied at the Qom Seminary. Bathaie ran under the People's Experts and the Friends of Moderation electoral list in the 2016 Iranian Assembly of Experts election. Golpayegani claimed that ""America is the source of coronavirus, because America went head to head with China and realised it cannot keep up with it economically or militarily.""",TRUE,TRUE,,,
721,FN,Hashem_Bathaie_Golpayegani,deathDate,,2020-03-16,"Sayyid Hashem Bathaie Golpayegani (Persian: سید هاشم بطحایی گلپایگانی; 1941 – 16 March 2020) was an Iranian Shia Ayatollah and representative of the Tehran Province in Iran's Assembly of Experts. He studied at the Qom Seminary. Bathaie ran under the People's Experts and the Friends of Moderation electoral list in the 2016 Iranian Assembly of Experts election. Golpayegani claimed that ""America is the source of coronavirus, because America went head to head with China and realised it cannot keep up with it economically or militarily.""",TRUE,TRUE,,,
